ESCUELA,ALUMNO,SEXO,PROMOCION_INGRESO,MODALIDAD,COLEGIO_PROCEDENCIA
INGENIERÍA QUÍMICA,6090d793ae1740ece6bfbddce928c5ded8b4efb6f28348efe198790f7f8b5804,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,3e287d38ce3ea0b7c5e252f0f368ec72bc9011b4fe3c6b126d55c5ce10e219a3,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA QUÍMICA,d838c17034de278dc5a52b447a2fb238cf636ac2a43f4f5c5dbda725826f3b80,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,e078c5ff231e1da842c8e666b43b17a72ecb162cd20f6bdc8b25f6b5ef08623d,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,e8ea4288be2c3f8fd9f247b06ae43b637e76ca205a24a9f32c543b3a6965d091,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,4a5e162b702da4d6a5ec94344c818a26ab045e249e7e7d579a6534e1039dd408,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,2482b9c2811c002604d151609b78fdb7cef75aca840d938071d2833ca14936ef,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,cfb775fcff29fb0c467725c01ba5249325a39ab6c106cf9f1aca82959f19d6bf,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,3ee38573ba65de374c7ece8c4981599677207a0520699e6c6c7f00062088a91c,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,2d844a6c50a875e4e55871ed0f4d48151148bae4f52af606192a33d5a83dc9fa,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,ca6e3d3bc866240f4a3efbc6244d86ebc9937eb8aa545aba93d42c466edafe04,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,4dd0e854efa325c2773b3a6fd91f322a753215314afbfcb75309c927b165fe2b,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,4cf85afcc22eb1cce5e64d4d8c53cb46afdf4ed862af727484d8e8671a5e5c58,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,5acc85616f915104bdc8b8d689b6c9334145ce19008678ea3a48ac4927f33a22,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,f47102a9e27349610b1da71dfcfa16e50e086165f342fe7f70a0bc2e41044696,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,e13a102ea5bf3b1db278934da00c14d18c4834e37b57ad6e5b3511ff4a96e55c,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,9d82a1c76faeb178e6cfa379ba001e16940413e93eeb5a10762431b2460ab614,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,a7ffbdf7b71b42bb62f6ad101c11855a13a033f85be265debc45a013ba3bf52a,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,b3d4122a6458eb94f7baed239d0265a4d4caf4688f1721b021aec26253badddf,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,928d082149790c76715350b245003a315f23871d7388c6ea68481e71d60ac1a0,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,6c665b981608b7834084a5314c80f1c1c5c4d0026a2341cf597baa10a3270150,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,1af622549f17a94bf96005c0e6b93fb75d9c4e499f9e57fceac3a33e2b9d7a55,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,b0956527591d8c8523f0d0bacf7736879c4fa4616a4368db022c51f2c500dbda,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,f2a457b49ae0d141d4b37b1a89ec534ec82a56533fb4798618877da39e74fcb0,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,f0c36cb50657f1d497515ce653e9060d5b56016090f54186981297c059c0df48,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,418552f60c1a0c24a4784b9559f0fc270f4e007a7d5ca3449bb31e61fb1f9095,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,b9fbc6a9ca8e8588525b586ed3415e97c2fb5ecf077622b5d5b6dd616c43533b,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,302e6e1f31f130f255df69c39f84659706e057f5021c24275ff0ea219b33cfb3,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,f8c7b15d64b7335f4ec5f3af5f12bd3bf079d5eba0838c6d053db6d43f21cbd5,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,70b84049fd5a5f5a4436f53ef374ae1a3f76d5feb36b6e267836a8932746b1ab,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,05600391558d51a244b47ccbdae59fe7b1825a720d4036aac1e214575d75584c,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,414f66a9598ea5870929959b2cf117893bffedfaf8038f5720684d832379d13a,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,90b1ebf964e7074f117259ed56ebdc3852b58d0751703303b0bcc7940b9e425d,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,70d8e8a7c15423af92f59c87ffaa91b0c8c72c4f2a261e242ad2dc524d8b3da9,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,b2957c2a5ad1858bbdc282ee8fa371822429d62445da55337390626c28894408,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,764112fc009ae90022f03e33b36129b4decc8a9d5bd8bfbb78491293416fb917,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,aa4d18651f0c27049a41f126207965095ec033e314eb1ad8c59fa3827a58e755,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,796ac79f43427b01f286825793b578b5214115d507acb50adf6fefd9c5f1a050,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,2ff43e2e3b600eb0b4334dafe64c6071b388814c718da94bd95782091b45eded,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,b6cf3708f91efcc94cb27e9be050af8726989ab6cb2dea57efd424328effba7e,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,660e5a6dfc710750ce52a38c6a2c13899d9e8f0652a016869994c776699daaa8,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,4d1b7c4df862acfe23743fb4b64ff589fe50f90beaabdfa2786dace7ae8bdf07,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,1c7025fe57a61d44abd5cfe2f9b6f5aa493f41c7b95531dc1aab8fd490153310,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,99c1d65faa24574a92af582e77a9257ed71494d0ffa18b4f9bae0f4f55a01c80,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,0da59fc5f397d3ef1b973fda10c20ba458430b166a68e27d14f5a7213770a767,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,fbe7efa5128df06b82c61388c59c35b938c1f79e4d36e82406c99d9c465b69bc,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,2477186ad12d93229146180888930b380c8820cf64a137c8fe17280031f6a967,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA QUÍMICA,4bf138b13ab0e3eacf9f0c32faf770cdce4a23f416ff8c2e43c09bf3482e9d59,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA QUÍMICA,4e2ecdce6ea078b4fdd49a03e23dda013b13030b0551ab1771aa343b55b2e30b,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,6d242e180b0a2acae7bb034f8a27288b29c1be13fc9ed69a3c09451f9e00ee88,Masculino,2023B,Segunda Profesionalizacion,Esta Universidad
INGENIERÍA MECÁNICA,66e63e6c5db0cd73f00b496e39a60f69cf22f1b4324b161d6348a71a6e5657c1,Masculino,2023B,Traslado Externo Nacional,Universidad Particular
INGENIERÍA MECÁNICA,b080ab365449dca29e2b4cb554d99106f10e266404058c54350b809bb1b0edcd,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,be9df2465d8ac05c34610a570c92f97e6e26f5c040c8ec0c5e1c531a21dd6cf3,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERÍA MECÁNICA,fb3ae82129031774479bcbab62cdcca0acd1bc2bf29b620afdcf1936800dd297,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,e33bf3717410fecb0309c356056019b521f0b1837baba3e524d550840be436d6,Masculino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERÍA MECÁNICA,99fa73f6dda8417ebee0199ccac257a693540020bfba2ea9c2ebbf93f7e2b66c,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,117e332b0958fa1dd42f4a3c1135824e6a74dc9675ac7d2f39ace74596087b45,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,162aa73c1d89c817bb0f081755635e046c4306d8e26fc6e118dd611ab91af30e,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,b111fa7c0e2727e599db764b4bd5aa5a2e3a21821069f8f1ad721962d0e774d2,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,caf3f509927e6f1d029ab9e267860a216739ae4d2398ed282f86714300e836ec,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,56cf34f21aac8b52e70d07a4258ffbaef7ff9fa167a2bf54ed5cbaf72407c3c5,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,20bfd880a59f808b352ecb2539663c996d54306b85c4985911eced54c48c7180,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,e0e1f9ab5c9fe2d3eb97d01b7357976db526165d76791d2bf15d8428196c2675,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,83f29ac03614f7be261101799e487ec4a73916871adebe2fddd1bc0fca1f7a7f,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,617a71863fa3f6db0d7053566477aec1828cea138d5d33e3051b2ae99b5dbb6f,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,1b10c093461080f83fb85f15dfa2a062a8eb9adadec974e78c31a9e535aef07f,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,f92320c509de9ca04640e6f92a86f798a3be0cc44f310afce16335d21a013eea,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,a68b82b1a245271c56ada6a459cebd5ce81b841678360632e32f7b1982709f34,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA MECÁNICA,d620e1d29c3369a4748dfd01d218f29a699ac267bb55151d1cb998cf582f9476,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,0e74e31af7fedc4f2f5850b30fb7a874291cd29294d11498d0b3891a2c87c5af,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,360dc9f30dcc15164c084f89be9195fc7068a4b067b29da6518123a46eb3e805,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,b4ec73abb5e8b63ae36d426f2957ca86da79e250280bc0ef3453cc842fc854f1,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,86d6bc6b1bb182ef4a9d4c7ce78635085807d2520bed513049141418087bdd82,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,705f8b2f1df2f0fdb72ae95693f2de914d77b548801bcb271f8afea9209358f5,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,3fc227e6d1bf40d1eed54509997ffbab7c69ca591c148b50262806f1a0fc4447,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,5608ac59e1157da72624bb4a10a92cc938fc2fe65f001f0eff9b0c6afa950b50,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,842c17191b988147b9b5fb2fa5b239477b101e4b0cda5d774cbae0423103bda3,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,62e5de1348df52f1c0b233e97280fd34b68f5efeb741dff33b6b0621867e5331,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,242e8c4b5cecb5782d60eb8d43acdfdf6343f10958090ec90c4d40e25da34927,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,dec732a33964621c3f1ee5f0e9a8d9bb2b436c7a68df85d6841556e2a40217c5,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,5699dbfc7175dc01bdefdc473a1e095e04c673e7bcffb15eda1a0993af89c498,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,20f425af272a0d6df5db6d6b521adf2e5dad8aa092db3aedfa9a1e3092abaa54,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,b211fecd5198a39a1498231794a7c500b14260428bd2a4c873823711a46eba0f,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,66e64b64084213c92a3407ba9880283d2ba265398570df4ca148a6665f0064e5,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,9017d7d535d3261bcd4eef6051116df31a6dfebc7384e6b29f1e1104c6845925,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,c7c4b610f565fdad17d8c00f5868e7bd1f680663ab448585e8542e0d6779a36d,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,aaa4638a65556b4a61aa09cd7df077b0b1ced5bdf2812e81bce9d3f4db863a8d,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,f636da7487185a7323ebe3cfa609b1965e7384db7025d86c0e4cfcd065b6e31c,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,3ee61928d54784c4be78957d94b260fc627794eed4443cf0d0eb233d94214d52,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,19207b80368833fd9ca45616cd16930a7d996edfc53c0f38f046f698907bde28,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA MECÁNICA,daff30e9db206218edb2920e0b7a9d0d5180187c52fcad8c1e282af726d2dcce,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA MECÁNICA,a81b2867e50114008fb6fdc99dd2a92a66dc0b77ed14a6ff852242283993c244,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,9d55747dee57bfcc7206a7e4fff37d5a3baa26599524fd789b55133b13bc2208,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA MECÁNICA,c85d70b51e988b30131eab491d84f6f5a25b770b9bf4c8d03fccdb8230cbb9b7,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,e9f22f473fa297fc3c3da5ff4b7d24a6721d9a4dea2ebf131df8399ce1d363fa,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA MECÁNICA,89ab52fa6a1d3950cc130684e1106d07460ef40c5ad57808184851e93be828f7,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA MECÁNICA,431d6cab7584a397bf78fe574849e8cdff5b5cdf0adc95921b9bd0efbe40707d,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,be7ddc084d1ccdac90e7f381d6265aff1391d5543828912120c57ed501ea4cd3,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,137766f6fcc0e45264c815b4b59c91355cfa0a573560784d3318f61c1482cb28,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA MECÁNICA,7b937e2044a6c68978bb28831eae250886bd78c553666a6e5061e29f804e4373,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,a1a83f9a31ca9c3462d3dd687b88eed8312122e2392faf2be12ef4e6e9c00421,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA EN ENERGÍA,cfebeebac2de3cdfa88ba818a475b49a8b756188912063505225d71c52fc5c17,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,2fcc8ddbd5f979d49a80021eb577d09737bdcce0f15e29b99553d2c2a2aa546f,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,f84ffd00c8c3340cbdf731fba39bbfbe0c94d4a2a1040053829f1271fde2af27,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA EN ENERGÍA,0a1f27498bda81065bb2871413e6ee51e24a1e43c22f789b84211ff0a54c7982,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,d9f7288667340af614473e30fd476af9284a010d2ef0aef3f09535a52aea1098,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,d11456ed40ca5a1de6584ebf396f40b8a1d5615541b1e40ba277dd3206e5c789,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA EN ENERGÍA,6c39f52aab43e7ea2e13cf05f1f8c49501b5f895c306030fcc66168036417319,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,99e55a7b5bc52aa55b800537b1b4e6832b60aca6ad7f5c696440b7aaad675bf8,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA EN ENERGÍA,e41986d999989cd5fb77e3e4c01e131376e70ab09c558874c861cd2146ef0a42,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,3e9f64b8b5a24ba16b2d43895a57be0ee3e47f34340099652489e14554e37839,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA EN ENERGÍA,94a2ad9d3f871daa6ec5979d35bbea3e73a39076f08a8c7b0cb73151b5c8cec5,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,466311b76b00077dc461073fcb5b25f6a974e79f0706da535045f30ecfaee82b,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,115276fba83c9ffaae3e5e3028ca9a25cf9f40e53e046c199d92f6b2a0814e73,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,ef9f1fced738259b7ae8cfac854117910b9b57c65c0f40ae3e8fe78b56bcf93c,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA EN ENERGÍA,c3638de91ed5cbfd7e966c2f3fb8dcec9e64984471783b2617463c9bf5a68df0,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,c38894511a8c0c2f382b205fc1629f17c4539a66ac61798108db2f31b4e2fdb4,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,9c43d80a5f80aea2a731567162989e20aa6a1a9c87d27f420b994d43039a8f77,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,42b9c17b351aaf3172711d9dc47c5c8d9b31e639a8267fad7863a424242e1202,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,ff6a1a280949327513b1fc42405c4bdfb2e3cfb918c5be74bb396c61db011d8c,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,2d5ae5c363efb2586216728a42b603de574df6cefbe72450054e902ab47f802b,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA EN ENERGÍA,bfc148420ab92cd803649aafb8d8f19b853a7a590ff79938fb92052bf2fac9c7,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,c4cc334bede048c2258846fc37ab54097dc40ad015deddd7ba7310022b230340,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,48e892436e338faa2c2ea1e736bca5e0b179d9d33dfa35fff9e28dcf93e03c59,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA EN ENERGÍA,1c4102ac46bcac0957614a5e55b68abd293f222374076146764266899238a1b6,Masculino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,5a40c428d9e5241b533dad97b311529a19f179c509e8b22b518e3a4cf91b61a3,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,afa26aa4635ebe1e77971821d0e78958d0431bf8ab42dd83016bb084729df242,Femenino,2023B,Traslado Externo Nacional,Universidad Particular
ENFERMERÍA,528f18f6bc37e4285b5ec1f381fbe04f764a10a0211e3c4713c6848e003ff8a6,Femenino,2023B,Segunda Profesionalizacion,Esta Universidad
ENFERMERÍA,e31a4172cc421b187fa4fb028ef7bbb2567f876a9a944bddc2c960d88ca64930,Femenino,2023B,Primer/Segundo Puesto,Colegio Nacional
ENFERMERÍA,a34a1fca77900fad6e7d17e37b94feaf730892a9a31874ef392db82dcdff9e60,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,615c085f4087bd1aefd3bb7afeb272dcdb3c20a04ea17aec8e71cb1332c1d196,Femenino,2023B,Victimas del Terrorismo,Colegio Nacional
ENFERMERÍA,b308302eb5dba1b4b60b27a748b827c5070d3504b5548352feab17eedecdfb3b,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,7e6d837ce92b63adf6af9a86e676fffb3b7461e782aaca2f384be3a9c30f4fc6,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,f6756051fb8b8cd4f774426c40b9323dc16cb316e9e750c9faa3be32c9f5a384,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,1b7ae41ebe5e62c11432189447d24bfc671bb15d6f6c8a53acf55a71e025e449,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,5000ff492a88463069f87a61dcdd65a2da888c0ca88f5b14c777cb50f5ffe6d6,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,bd09406bdaaef14e807e36036c41f13920f4957c7949a218c1e0342efe454ae4,Masculino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,ca5ec43b6f3c6f3a3d32f9005b66dc9bc2f655174b532c954f61dc9c32d8b3c7,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,2539f496b1f630f07d7fdcc71f82db89fc7ee0ecb1665bcd5f16f8a06b0a4451,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,afc887cc026545b362c19f2c45a0e399a8288a89df1b9411b26ec240c05bca50,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,e2fe9120a00ebfe51dd51d820ff6a40798bc4d6f6b390cfaab86014c707fb1a3,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,e45223f4da49db2c1c79f13c773599c14322f08c998e3fb1d4851489c122be4a,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,1fb0b3d0c11807afa1c4a19be43a8d8e3024f19995c87236d6d93176d1b522c1,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,1c086eebb8b0bf0a0acbd3b71fa1616e2e6496686ccf7ce118f97b3c5c0721dd,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERÍA,1fe528dea056e09f23ba04cc251f050c44fc2e1f8ea349230b37990b87ccbe86,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,7805350e90e7dd7c924104cfba933584105112c316319b76b0e328d4c3befbb1,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,2226fbc03af3b01cd7b4324d62421114c5aeb434beb841d2273a57c94e110457,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,cd47e238662bac4cdc57287d363650e083b69c26e376868f77852a0e26051d42,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,ff14894a9a27656321f0cb751379b059877db58f777229aea9b9f5e1bd065a22,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,f1ce04d1e9fb91175c5885f7f4ffadda583c1682adadec4a2da3a0285d2008ab,Masculino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,1f0ee2c3113246b17c67cf686be95e8acff9569d83d0c5b7dfb75e8545c67a72,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,44732165531241140dc6312a4601756419272d89bc770ab6fa2d2094e1865d15,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,ae0f6af3b600add59087bb17c42524645078713434ea4c2bea81829ee2721945,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,8404b091ea03d947001a65cafe0fd40e04122bb617878c751aacb0000508aa1d,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,59bfcf3d18e89f2844421f51477e5eef73d6449835b92e00c57e759b9d8e4332,Masculino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,7b2afd17d1d41ecf753cf52da3b7d6af44eeb9b641ff08ed186cb3d7362ccf83,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,6ed1e0a34052b52810c4debf3fba4a0e691c2f491d13c149be0836484d709a40,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,95e96fc6204bebe5ee988e627a31e8994ada9ead624b6520c6249ca4cbec1b60,Masculino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,b87764f1106a8a7c22c93a361e3462edbfb9c68a835688a61a225bde088919b9,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERÍA,81d048fb12e768919ee4b23b18bed6dc35cad8df585ca40fa336771a139531ca,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,90c59920b3539b942c554715151d12bb5db8320ad0538ab53af330033911f622,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERÍA,754a929f2bedd77b1e2dea3247c2de7a3c51750183da1d2d46b88609354b8386,Femenino,2023B,Examen General de Admision,Colegio Parroquial
ENFERMERÍA,d4ca0135cb22642f4de8917e58690b323462f45e8aac926b4bb00673210e74ab,Femenino,2023B,Examen General de Admision,Colegio Nacional
