ESCUELA,ALUMNO,SEXO,PROMOCION_INGRESO,MODALIDAD,COLEGIO_PROCEDENCIA
CONTABILIDAD,62bddd95659db23059acef6f409ee66c800017bea2f7c83770024741586af695,Femenino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,e189c3adf76edf92c8e3c3d3859e23401aadf2ad61af8db4c5718b455d0307b3,Masculino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,5fed0e374af936021602fd964955e7a4ce07341e23f4562eac998e0ab1220b08,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,e2c611b188e48c4c9452c9d313d63546e21f204466b4f62b620b720a1eaa02b7,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,79f68b08a1fe71a0bdf6fd315498f39d35a1d986215cde53c474f297c3328002,Masculino,2023B,Examen General de Admision,Colegio Parroquial
CONTABILIDAD,0bc6f2b20b90efa086460e3fd5f2072f485e9cd067413f4e89ef06f615a7c0bc,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,165bcfcbb4b0b738a1587594d6c52f25877ded2112df8a4ab799dbebace94af5,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,6f6432fa8da89bac3f592757b3aa12403aba2b4a9c0f6e462e0bf2a1b087502a,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,c4cf5d80318dac10be0f66c3a9cdfdbfbc1667d475ae5f71eb05295bdbae3d7e,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,0e963022a8f8e610413b859f1be61cd71c7fe8dcd402e6b3a20f47b62aa66d2b,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,03bd5e6ea39c129030a9f85135c5fa51eeb301eaf0f15c491ec19285eda2e684,Femenino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,bf2c552ed0afdfab93be83e03e86828f44e4155c91527533f6d32642d532d02e,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,5657a8b96341404f0766b256488262e4cf3833c0c1e12e41501e27e84dcbb060,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,4d93817a273b9ffea20cca5a4b157bdaf07e7b2b5dbb4579b9120b544ec818aa,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,f1e3f5fa412793e4aa01865f1080f092d29044f0865d33d2fe03c3491344566c,Femenino,2023B,Examen General de Admision,Colegio Parroquial
CONTABILIDAD,d5a8f202817978b367ef70389d936e75b18c62df421200dba9bd16611dc9c474,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,05c1cff548c6b9044493fd95e79351fc7a517fe1aa5ed61d577a46899d2010d2,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,e8787996e7919121f3a6b1942f1abc37cb8e214aa2979c75b74a7fbe0e427505,Masculino,2023B,Examen General de Admision,Colegio Parroquial
CONTABILIDAD,a79444dcb5f61b85208e37d708eeda6b34e37d101ae8b9bc8cb9b3274531d031,Masculino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,3929f62abb46db8899363dfc5c6e5061f520cb8c9329d565a66eb5beb9073140,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,a53f3ee5956c807a663e2f20bbf3db1b0f80c0746146d496da7e4a03966fc76a,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,5561218bcfb10a63ab15c2d410c92e1feebac382092f1e911076d9df0e7ce692,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,ff075cb549a199d7d5ed3f3ebea591e29ddb48652caf385bf14488b931989ea9,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,94f92399e56ee6b3458bf2aa24f3c2b66498a9867dde3fb2e69b28da981270ea,Femenino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,b78ae15a7cb63b7e81394fe57a175fbef9ad66ee3366d38eb8c03ebbce7ee5e9,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,c26a13df7a1f09ef74eb56bd4be619146d4ad859ee94749a550ad97a4f7d7092,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,d3ae8d41d9d08e31c06c71390a09ff7755a9262cc27fb03596e36e09b5f24a03,Masculino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,1c33cd3ce1623abbfcf1d5cf266f305c67332ce5d6cf0ef9a6be79230fc9e538,Masculino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,e546857cb8248b54c5eea4b1cb4810bfa8916ed4b2f8c6bb370de6a6083f220a,Masculino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,a3f6daefd283f3d3f5a93aa4528f078cb2daae930701643d0a89e3f3b6d0d87c,Masculino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,8c45e5f4a9ea65958c9f188ab5520e64f5534fde96e375604f466a408cf5cf5a,Femenino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,3afbe833799c4b3ad45e00ac2a6ce93b630602c27a7b4eec368ce6c33060bbca,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,20e0f063c8144bd2866ac707d33afe61a354ca54487394c98ac7e986ae07d31b,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,e26834f4dba2c2da3f83567abd98ed044c67b16cea555251e9418eb3e30eed40,Masculino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,ccc3c9f710f69786b037a97a93b36fa9cf5bc3cfdbb684e62019b56bebf90b11,Femenino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,7ac373c3e42ff2099491450db8b3cbbceca94fbb8ba91ca173ebc30a144fb5b3,Femenino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,958b0de5bfdfeebe74191b4c4ecd579bb2309ae8bb46d274c802047b68e33e8c,Femenino,2023B,Examen General de Admision,Colegio Particular
CONTABILIDAD,e9185c8e47dd6ad76453d699248fed6b6496cc064a1a1654f60ed3d4b56457d9,Femenino,2023B,Examen General de Admision,Colegio Nacional
CONTABILIDAD,409d52ab6df88bef7e48d971ead2d83f420e044aef3be04d82feec57b13c5a04,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,4aab0a67102aaf66da2d791859cd656bb70bcd3951df4a455013bb58cf6a56e3,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,9c9e97e6a0e6f0620ec8b5e5473c4f6d4860ca67952d19740c2165e07d63819e,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,6f0a7cdef073c8ad25302f686befdd378a842387e04513625c92da6ffc37c154,Femenino,2023B,Primer/Segundo Puesto,Colegio Nacional
ECONOMÍA,c2cd10643db5c452a2ab0747a591c1429cbf4c852dd57831330ea56abb8022ce,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,30240c3cd9ead32bcfb0d863c19cdef352ccf18769521da57caa3db2075d5c76,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,e5cd8a3cc4d7e8d3235891992308ed2d65997997c9e545917a7ed199e2c54b15,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,b3a11035e21c23ccf5c4f64dd98002a772a649ed7e2f46f5156e47ac76de8cad,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,302f20435908d318cf2d6ccae0520ab10b1845b0922701ae5a146207527ccb0b,Masculino,2023B,Victimas del Terrorismo,Colegio Nacional
ECONOMÍA,3705a9a590e252cce4883ed5aceb5f29f5f9ac4d71d54d204fe10902695ef707,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,fe76e89356e9b23cc327f390630550536976e07b3448318f0c3febfdaf2f8754,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,1c030eab206f4ff9af57b6bf1fcd79e3f78c78e4e5a41cb14e2842f912550f45,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,db23492553996576a469ee530f8cf63ff3a9d80cab60f85b77395fc4c24cd8e7,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,024602e5291d8a652607eaf58688660d3b39e5368f64123e9684b638770d527d,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,d34d0fd4340520046df227b94eeff21be1699c69daf8b45d048d618fd920e348,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,5969ac3afd04dff401941d7fd7396e3a837725b2bb58816dba1bbc09e6878419,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,397af27de7a5d6326b736543fdacf36b7e353f0e44d646c2f96a5d01886cecdb,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,f1b66b965fd92d8ab340ed234c3e9af425e77d29add5c8c37528a9070fd3c1d3,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,a4e7517a662ced1ad29b0f3106fc16cea3994ca1e379d03576d972e78ecd34a8,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,8145fedf5675222060d3b69680f64349ef5c9254f3104f910ddd45e760a5d36c,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,0810b7f13f568202a036318bfb9b8eb4d0f54cbde83cc20fe437f8f8823285b1,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,e39431acd66848b7b4c5717d67d427b1911cb6f4f4a2b16f9062af84e395ac9e,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,7406a0fa3c18e680cb3939feb9cda2b445b541bd1ddc0ecef7eb55b9809ca4e5,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,cf0f61aa5076b311db6a45bdb43ae5113204ac3f6585b1ae6567c9a95d822abb,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,fe7dc60bb8061d267bbf22b4b39f08bb726687a4fb1813dcf9c82deb2b82e129,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,2b1af0d0847bc48ede4a595df4ee3e2a176781339079303a64a1e872b32ebc8f,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,12b3e46ef320d646b21c7ec9c750027cde38e2fa859c80b03e8d27a92145dc38,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,06e133de0a07b63adc8e97fd1b073c1aac10706d0ac5801e09adac68727bf969,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,4af48929fa9ea67ff297db693e6909b56d5f269fb0f3dedfbfa8f4453b97ea63,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,e71a025387981ff17a56de11889dbfa0d07b54a2d2eb3a7c6f389a7fc022a782,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,eab6240ab1dc1cbd1e4749717d0e87b22302e4097a68c7667c900d0006dec250,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,d352ecf4236f1cd04a031c31e68be31532d181f65e53083a86515b0e20e49c8d,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,272020755044e80ed2b92b0c3f5d10e8f608f18dda2f040ff6f38154ff6bc2a1,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,de0d1c3de4861b2d8ecebe09b7834100bdb6b593d9a032a14aa38cf1448315b6,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,66f4f1a884fd5db857e9740ac256118ccfaa113fb045a8a4c0f3de31c2a29bcf,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,c9f747f7bd48b190f79ed336d43fb92d40f81f11e78836f1dba517027327560d,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,4e10589bb001a668093fb9a663d77c46fe77926d2eeea9977aa4c771c3e5e6f1,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ECONOMÍA,bf0bfa613f0d49194b0c725df72413294e325d83a1c8fc559c37dca02dc25bda,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,d55dd6d51dedebd48bb4dc1bf11ed4d6b9354ae5822fec2dcb0bcaf0f01eaf1b,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,baec3ff12d20d23cf8a140ead72aaa444bfaaf97cfb9aa6ea8f04d51bcc10f03,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,12971383c4eae85f9fec83c7cb20c2990bd6002efb6b46bebc410b76945baf61,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,80e6d4ff6f4765c94daf9768fa1fd2ca748034804ab7cb235700dfcd5aa98182,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,d9f529eafd6f07f907a4a6115ee9991cc157b481e977ed9706ebd593b83e9442,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,ff903d4032c5ed7800f7ffcfbadbffd607cda5ba75441a2c29813d555539df37,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,46306c43de6e4c297612434ea13e7fc42f11e2cef2f1b5b8368e5aa363937482,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,b195ed80f8e1d1ae4ad0121ed288254378c7e5694c83684b49f568dfc90e41fe,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,b82fee24e61e949e7995842ac29247fecc5bb2ec2e9f0c3fcb864e07f55776fa,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,c3ca48f82112468fdd659f8435dc02e23c87877e12c06a2867a18bc9198de725,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,13a8a295a33d1a94a71c8206b3d00c58102df8367c6fab793e21fe66feb70040,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,1309cc2d52508b7d8a0d2b3b8b23a6d84a5ccdd84540eb5726e3668d23345932,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,89e42822e0f648ee49bbddb8793a144136e404aee5741aae32bd0e1aa03f9d5d,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,68fa639024190a15c30b66eb2f1506fa5cd052eca6f7689879fadb152852ccc5,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,f49d6c63238ddf652d7e9c4bab7f906d7decfc012464dc85fcfae75c7063e662,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,9e12d73d0b2c4ffa66d48e5a8b370f3a5df59d1eb38781fa2bbd6ec08bd9c20a,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,e01f8bfa0bd47ad9fc44461e54346c2cd682ee00d90ee43344a478859e963ecb,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,8986bc866db52bb77a86b3561afbe399f28e665d7e4947e1767d29d287cbc7e9,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,b5ce9de3c824a9ab91c03e18fd9818b44d0e7880908a04a8dd96a423e0b4ef50,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,8e297c2d970cd753e4ba8284e449fbaa004b30ec5c6db27560023aee8021a8d9,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,fb593dc448ac32472b32a5e8ba5168059cbe3550e003038792f3b3689aeec5d8,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,943ec6f89dfacea94660ce33a414062b06b7fc4f7269a2c8e7b60b6582a96c43,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,87ff8f8a6b006542e415976f3b739d36bc6745df1ee37296ab2660dfa444daa3,Masculino,2023B,Examen General de Admision,Colegio Parroquial
ECONOMÍA,545155dd5bbeb0ac544a0df82f054ef0fb50d739968511e48db2889342eac712,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,8f65aa8f27785c5b44d4e4b83619d35c0c4dcb7ef0d6cb37eb79875a63d826b0,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,eda947186f0faf4f97972b5ef79a289f1d56c235fb948e0c90aa19fae9d6e494,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,1d2366be372a097d4243721fc949b80b94b046084a3fc2da1c3aa17fd1941355,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,ffc82cbb86972d472313925703294f4010685c31e540c4a52fb74c88c26de1bb,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,657614016bc64d29c998fb0a94f06c381075fbe92c0c6a6290ae30720564b94a,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,505d4315e2c9f94a1a5878c03959a2cedfe68dd1bba8c1bb408526b9edde497d,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,0b1963263ecaea08dc4f4449ce669bd1ca1ee549c424ca8af902aa553998c6da,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,687b2fd09ea861b0c87fd311eb7469707d528a20ef0e6a20d32cd5ab3fcf7b76,Masculino,2023B,Examen General de Admision,Colegio Parroquial
ECONOMÍA,9098afc36856da23b8ab5d301d37e417bc66dbd0cee9a79f0d81c8194dc3f6d6,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,fdf040596202f5054adfc59f35b752156238678c44c8891beb29f0b8a8b05bc4,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,fbda1630ac901f6fc1827cde3def4fd9d05c75684956bacaa0675cfa80bfa10a,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,c82bdad85d03b0fada56ff711fedfd22083c54ab82fee4549cd0fb4272904e88,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,c76d5882894073dcd6d8ae7495d96a2fcde9c60ba4c9922beb13b70fa925a097,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,de400aeced5f175350b9250ec994fd7a4eef8973c2b8d3aca9e6017cd4fbdf79,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,20df1fde5e16e033444fd3cb4aa7c74bca2a95ed5d49d05508dd280d101ad210,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,74257377dd4696effb53cf07bdb48ac5865a3a57c299c991f631e619255b0235,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,ad0a7b13a7819cbf761dfe9b5a01e594e2010db72396ada56d3394008e8a9519,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,db7fc517da4930b76855820e29e92df45fc710e79278cfc9d410e02461d17af8,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,d4223f0747a60de0dddf3ffc039eda6e807142f1282d4ad40bb05e56e1a2bfdc,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,c09ea9fcf81f763cd303c994aa1eff9d59e1822b604ae5fbd15d0a1a220947cf,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,af3291aa3ffd676c302eb45752ae0f0a60a64204e6e51d3a6d09c915b2c197bb,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,89a92121959c83bde68342eef3e2b64c1a8eb526d868727900286d1ae3483d6d,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,e9b22fdf9397fe6450d2f7fa484cd79053dc90009995de2e15a26cd5fd285096,Masculino,2023B,Examen General de Admision,Colegio Parroquial
ECONOMÍA,115d892bd551aa13a2bfd065f9d2e865a5503c9a1c94269614f20890a08efc31,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,e644cab94e24846115041d7c7544ce6e22c7f74b53ae74e5b5499c2f8ced366e,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,3ad48f3761caa3a9e368c9f8aba59b96ed55d766ca9a347cf6eab353a860d159,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,24a79315f17bed515d0ec83f63c278c77146533c749d43376f74baf165724a3b,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,eee7f7d5b37337f3615ef342d6a40583161745da033d5ac4a8a3d582bf5c1756,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,b95d16360b67ac18dde5d4c8ad488d6f1d9ffc43a43620e7c25e1ca321f5a4a4,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,a656cf9c5318e16a65909f029022bb7086548d9fc01d3b2f8f8bd540c54d6dde,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,718eda70c13f2a1ccf3cc85ea4d96cb6c6d6de8a8bba52b342fb9b731e3a6d32,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,6bdd1cd5f00dd4bda04807f3f441f0b8ff2b7367064a14964748da29b5c818f1,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,b9691ca11df207bb0e52a11f2e5e07f4660be89fe27e998a5e0b87b3d7563035,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,4eeafe3b7fbadf2e5c48dd92adce1b5c2873748da51873a4cf756c24be690cb3,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,1d50ad5d8a88c5872b55e06a43fac9d7f952f4d846ecf60631c2692b28075a18,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,a9bd4c94bd0acbc199f372985ada2e8c9ab223e90166509fe154d28f5433dc9c,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,8b05909aeee3beeebf658e09a6b130be48cbd1fe647dafc6b92dced61ea7df94,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,c4430f9aefb1d7036cf962da8d43e63e69673849c9cd4248b24818479f7f9d1a,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,dab69c95d0f51dee9e983130bab23fdb17f60b3edcc467a07a38dee4d406957f,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,5a40a39b4e2b0199fc4d587f50b43ee86a69c6b273d0b592cb715cc0f9e16063,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,2db49a957e97e0d4078e2b6971bae56558e7398fd7d241a9a93833ebc24a79e0,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,d9fdda39cf357fd4e22024184ab95a409d7d9e23daea59526805807717461b98,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,6bb1390bd7b4939b94c01696e243aa4333f5807e3e0594805616d30340e55b32,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,e32c84f07e1b508c350faab1cdaecd1299869074efbc651c2d5e33dc0218221a,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,25370a5efabde5e4cdade2252121d2eb09f7a21effb8f5d5382bc9709e39c0a9,Femenino,2023B,Examen General de Admision,Colegio Parroquial
ECONOMÍA,56cc6d4f0123eab14a62e32aecd9c812fa43bf4cf66960eee0227e6c723d3b9b,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,854f676cde86238684a3e17fd41078f43d35b286a88d0f239d400e1514339849,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,2403bb488100b71fc84378095c9b7b4a75bbe96eff81d679f3d4d8a80a3c1d4e,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,ff2d6892e0574abd106e30a99ab9bf1599c6e78cb97d579fa11f694b7bf314bf,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,b3829131156594f3da0582e504f87fa3c4d58e82d260a0b505417439adc0d474,Masculino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,36b7b66715fc8f93efd3eea11c32e5221e55837a8194141d70e6607c09f39a9f,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,ce2a2f67e89e838c7bbf9652cb5f62c8ec74392cc2d726d9b11c3b5a34193929,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,7cc69a2f66196aa86bb027ff5a19e31d3eac3d08684213fd7e0746b158023f71,Femenino,2023B,Examen General de Admision,Colegio Nacional
ECONOMÍA,df7b11ae74761d98cb7830e88bb990e732c9a7f80bf113bb7601b6b205fa6e0b,Masculino,2023B,Examen General de Admision,Colegio Parroquial
ECONOMÍA,5a9abd49eb689666e3b6e54c2f4e391e955e9c31105cf8addd8c397c40a2673a,Femenino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,bbca88e4dabbea02834af286881de9a3a45e1636d9f77358093123adf6a167c3,Masculino,2023B,Examen General de Admision,Colegio Particular
ECONOMÍA,c2a85bb307f6a1a3bdda75a82d6ecca5a5cc38b8ba7d300c1ff887529592f0f7,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,979c41a4fe1d3c503ab3ffd722a2439cdac7026da64e6d150eb3acb6c407b2ed,Masculino,2023B,Segunda Profesionalizacion,Esta Universidad
INGENIERÍA ELÉCTRICA,a045faab101baab63d98ba9fa7826f470cc81ad6471e7c9a9629cdf9cba3ba11,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERÍA ELÉCTRICA,46c6527bedfbf98e3466d088e045b16782e6a068c6c95a9b9a1aa06ecfd6323a,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,ecd8db111403eaab17536d0d149247192ece28b813fd9bdd48263ec59e8676f9,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,b713b40f102c1e29e6d04e21dbc927de6832fb78d9e1c8283dcac8690bf0b76e,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,e655ad687eaddb54cde3b5f13e148f22cc64d4fb02a9043b9d5320b890c46f83,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,f0b5f91eb8cf55d220a9df546e4e1354e2c72e2a63bebcad2af7f803119bb8c9,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,12d35e35e8ca7b54d4af3ef7d58766436b4849ebb89da819678832d66e044c1c,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,d60d69e07cc3ff042d433b8b212fe47ab65e206515b57049205997375227fc08,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,b0fd8dda89f6237946242bb2486086baeff8c00246559bf5616eed8905aee922,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,4d2b0f299e709e8e16f73b790effd1a48b74819ec2c7b08a4e4b41dc863d2798,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,1842900b801747547629c289d60f509a421ace4bf36055635dd68ec130b4e74f,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,3c7dfdd3d28b970a1622864f29d80ebaafb10209325c07c6f58d9dd472c790d5,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,260c865f31ff79acd37bf6a966fc1837d7de1c53abf09e7dcccd790f88156b5a,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,ea227651662fd66c45ff40733bc4bb2244ac4ac1e7a81cdf6ac9d53f202bb290,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
