ESCUELA,SEXO,PROMOCION_INGRESO,MODALIDAD,COLEGIO_PROCEDENCIA
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA QUIMICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Segunda Profesionalizacion,Esta Universidad
INGENIERIA MECANICA,Masculino,2023B,Traslado Externo Nacional,Universidad Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA MECANICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA EN ENERGIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA EN ENERGIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA EN ENERGIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA EN ENERGIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA EN ENERGIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA EN ENERGIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Traslado Externo Nacional,Universidad Particular
ENFERMERIA,Femenino,2023B,Segunda Profesionalizacion,Esta Universidad
ENFERMERIA,Femenino,2023B,Primer/Segundo Puesto,Colegio Nacional
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Victimas del Terrorismo,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Masculino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Masculino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Masculino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Masculino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Parroquial
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
ENFERMERIA,Masculino,2023B,Examen General de Admision,Colegio Particular
ENFERMERIA,Femenino,2023B,Examen General de Admision,Colegio Nacional
EDUCACION FISICA,Masculino,2023B,Deportistas Calificados,Colegio Nacional
EDUCACION FISICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
EDUCACION FISICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
EDUCACION FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
EDUCACION FISICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
EDUCACION FISICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
EDUCACION FISICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
EDUCACION FISICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
EDUCACION FISICA,Femenino,2023B,Examen General de Admision,Colegio Particular
EDUCACION FISICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
EDUCACION FISICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
EDUCACION FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Primer/Segundo Puesto,Colegio Nacional
FISICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
FISICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
FISICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
FISICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
FISICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
FISICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
FISICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
FISICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
FISICA,Femenino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Examen General de Admision,Colegio Parroquial
FISICA,Femenino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
FISICA,Femenino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
FISICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
FISICA,Masculino,2023B,Examen General de Admision,Colegio Particular
FISICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
FISICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
FISICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Personas con discapacidad,Colegio Particular
MATEMATICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
MATEMATICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Particular
MATEMATICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
MATEMATICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
MATEMATICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
MATEMATICA,Femenino,2023B,Examen General de Admision,Colegio Particular
MATEMATICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Particular
MATEMATICA,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Particular
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Particular
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Particular
MATEMATICA,Femenino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
MATEMATICA,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Traslado Externo Nacional,Universidad Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERIA AMBIENTAL Y DE RR.NN.,Femenino,2023B,Examen General de Admision,Colegio Nacional
